"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",2065,2127,2275,2483
"매출원가",1389,1399,1531,1677
"매출총이익",677,727,744,806
"판매비와관리비",592,580,657,663
"인건비",209,222,234,239
"유무형자산상각비",18,22,30,32
"연구개발비",85,74,69,72
"광고선전비",57,58,63,68
"판매비",103,72,104,98
"관리비",120,131,158,155
"기타원가성비용",NA,NA,NA,NA
"기타",NA,NA,NA,NA
"영업이익",84,148,87,143
"영업이익(발표기준)",84,148,87,143
"금융수익",13,5,9,12
"이자수익",1,1,3,1
"배당금수익",0,0,0,1
"외환이익",12,3,6,9
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",NA,NA,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,0,NA,NA
"기타금융수익",NA,NA,NA,NA
"금융원가",37,36,47,37
"이자비용",30,29,39,28
"외환손실",6,7,8,8
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",0,NA,NA,0
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,0,NA,1
"기타금융원가",NA,NA,NA,NA
"기타수익",102,43,50,91
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",2,0,0,31
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",0,1,2,0
"임대료수익",10,11,12,13
"로열티수익",NA,NA,NA,NA
"수수료수익",2,1,1,1
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",7,4,NA,NA
"기타비용",34,49,25,33
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",1,1,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",0,0,0,0
"자산평가손실",NA,NA,NA,NA
"자산손상차손",4,30,0,0
"기타대손상각비",NA,0,NA,1
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",NA,NA,NA,NA
"지분법손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",129,111,74,176
"법인세비용",29,62,34,43
"계속영업이익",101,49,40,133
"중단영업이익",NA,NA,NA,NA
"당기순이익",101,49,40,133
"지배주주순이익",102,55,45,126
"비지배주주순이익",-1,-7,-5,7
"자산",3359,3573,3709,3715
"유동자산",1634,1700,1850,1925
"재고자산",1197,1210,1337,1379
"유동생물자산",NA,NA,NA,NA
"유동금융자산",17,16,19,15
"매출채권및기타유동채권",285,311,319,345
"당기법인세자산",1,0,1,0
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,34,50,47
"배출권",NA,NA,NA,NA
"기타유동자산",6,5,5,5
"현금및현금성자산",129,123,119,133
"매각예정비유동자산및처분자산집단",NA,NA,NA,NA
"비유동자산",1724,1873,1859,1790
